Country/Territory,Status,PR Rating,CL Rating,A Aggr,B Aggr,C Aggr,Add A,Add B,PR Aggr,D Aggr,E Aggr,F Aggr,G Aggr,CL Aggr,Total Aggr
Namibia,F,2,2,10,11,9,0,0,30,14,12,11,9,46,76
Nauru,F,1,1,12,16,10,0,0,38,15,11,15,14,55,93
Nepal,PF,4,4,6,11,4,0,0,21,9,6,5,7,27,48
Netherlands,F,1,1,12,16,12,0,0,40,16,12,15,16,59,99
New Zealand,F,1,1,12,15,12,0,0,39,16,12,15,15,58,97
Nicaragua,PF,5,4,6,7,4,0,0,17,12,6,7,9,34,51
Niger,PF,3,4,9,10,7,0,0,26,11,8,5,6,30,56
Nigeria,PF,4,4,6,9,6,0,0,21,9,8,4,7,28,49
North Korea,NF,7,7,0,0,0,0,0,0,0,0,0,2,2,2
Northern Cyprus*,F,2,2,11,14,9,0,0,34,14,9,12,12,47,81
Norway,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Oman,NF,6,5,2,2,2,3,0,9,6,3,4,5,18,27
Pakistan,PF,4,5,6,9,5,0,0,20,6,7,4,6,23,43
Pakistani Kashmir*,NF,6,5,3,4,3,0,2,8,6,5,4,6,21,29
Palau,F,1,1,12,15,10,0,0,37,16,11,15,13,55,92
Panama,F,1,2,12,15,9,0,0,36,15,11,9,12,47,83
Papua New Guinea,PF,4,3,9,10,4,0,0,23,12,9,7,8,36,59
Paraguay,PF,3,3,11,12,5,0,0,28,12,8,6,10,36,64
Peru,F,2,3,10,13,7,0,0,30,15,8,8,10,41,71
Philippines,PF,3,3,9,10,7,0,0,26,14,8,4,10,36,62
Poland,F,1,1,12,16,10,0,0,38,16,12,13,14,55,93
Portugal,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Puerto Rico,F,1,2,12,15,10,0,0,37,16,10,12,14,52,89
Qatar,NF,6,5,2,2,3,3,0,10,8,2,4,4,18,28
Romania,F,2,2,12,14,8,0,0,34,14,11,12,12,49,83
Russia,NF,6,5,1,3,3,0,0,7,6,5,3,7,21,28
Rwanda,NF,6,5,2,2,4,0,0,8,4,2,4,7,17,25
Samoa,F,2,2,9,13,10,0,0,32,14,10,13,12,49,81
San Marino,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Sao Tome and Principe,F,2,2,11,14,8,0,0,33,15,10,12,10,47,80
Saudi Arabia,NF,7,7,0,0,1,2,0,3,3,0,2,2,7,10
Senegal,PF,3,3,9,12,7,0,0,28,14,10,10,9,43,71
Serbia,F,2,2,9,14,7,0,0,30,15,10,10,13,48,78
Seychelles,PF,3,3,8,10,7,0,0,25,11,9,11,11,42,67
Sierra Leone,PF,3,3,10,11,7,0,0,28,13,8,8,10,39,67
Singapore,PF,4,4,4,8,7,0,0,19,10,4,7,12,33,52
Slovakia,F,1,1,12,15,10,0,0,37,16,12,13,14,55,92
Slovenia,F,1,1,12,15,11,0,0,38,14,12,14,13,53,91
Solomon Islands,PF,4,3,6,10,6,0,0,22,13,9,8,12,42,64
Somalia,NF,7,7,0,0,0,0,0,0,1,0,0,0,1,1
Somaliland*,PF,4,5,5,10,6,0,0,21,7,5,7,6,25,46
South Africa,F,2,2,12,14,8,0,0,34,15,12,10,11,48,82
South Korea,F,1,2,11,15,10,0,0,36,14,11,13,12,50,86
South Ossetia*,NF,7,6,0,0,0,0,3,-3,4,0,1,3,8,5
South Sudan,NF,6,5,3,5,3,0,0,11,8,6,3,5,22,33
Spain,F,1,1,12,16,12,0,0,40,16,12,14,15,57,97
Sri Lanka,PF,5,4,6,6,5,0,0,17,8,6,6,8,28,45
St. Kitts and Nevis,F,1,1,12,16,11,0,0,39,15,12,12,14,53,92
St. Lucia,F,1,1,12,16,11,0,0,39,15,12,12,14,53,92
St. Vincent and the Grenadines,F,1,1,11,16,9,0,0,36,15,11,13,14,53,89
Sudan,NF,7,7,2,3,1,0,4,2,3,1,0,0,4,6
Suriname,F,2,2,12,13,8,0,0,33,15,11,9,10,45,78
Swaziland,NF,7,5,0,1,0,0,0,1,8,3,5,4,20,21
Sweden,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Switzerland,F,1,1,12,15,12,0,0,39,15,12,15,15,57,96
Syria,NF,7,7,0,0,1,0,1,0,2,0,0,4,6,6
Taiwan,F,1,2,11,15,10,0,0,36,14,11,14,13,52,88
Tajikistan,NF,6,5,2,4,2,0,0,8,6,4,4,4,18,26
Tanzania,PF,3,3,9,12,7,0,0,28,11,7,10,8,36,64
Thailand,PF,4,4,8,8,5,0,0,21,9,6,6,10,31,52
The Gambia,NF,6,5,2,5,0,0,0,7,5,4,2,6,17,24
Tibet*,NF,7,7,0,0,1,0,3,-2,0,0,0,3,3,1
Timor-Leste,PF,3,4,11,11,6,0,0,28,12,7,6,9,34,62
Togo,PF,5,4,5,8,4,0,0,17,8,6,6,7,27,44
Tonga,PF,3,3,11,14,4,0,0,29,12,7,11,12,42,71
Transnistria*,NF,6,6,3,5,1,0,0,9,6,2,2,5,15,24
Trinidad and Tobago,F,2,2,11,13,9,0,0,33,15,11,9,13,48,81
Tunisia,PF,3,4,9,12,4,0,0,25,10,8,6,9,33,58
Turkey,PF,3,3,11,10,7,0,0,28,10,7,8,10,35,63
Turkmenistan,NF,7,7,0,1,0,0,0,1,2,0,1,3,6,7
Tuvalu,F,1,1,12,15,10,0,0,37,16,12,15,14,57,94
Uganda,PF,5,4,3,7,3,0,0,13,11,5,6,7,29,42
Ukraine,PF,4,3,9,10,4,0,0,23,10,8,8,11,37,60
United Arab Emirates,NF,6,6,1,2,2,3,0,8,6,2,4,4,16,24
United Kingdom,F,1,1,12,16,12,0,0,40,15,12,14,15,56,96
United States,F,1,1,11,16,11,0,0,38,16,10,14,15,55,93
Uruguay,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Uzbekistan,NF,7,7,0,0,0,0,0,0,1,0,0,3,4,4
Vanuatu,F,2,2,9,15,8,0,0,32,16,11,10,11,48,80
Venezuela,PF,5,5,6,8,3,0,0,17,9,4,4,7,24,41
Vietnam,NF,7,5,0,1,1,0,0,2,4,1,4,8,17,19
West Bank*,NF,6,5,2,5,2,0,2,7,8,6,5,5,24,31
Western Sahara*,NF,7,7,0,0,0,0,2,-2,3,0,0,4,7,5
Yemen,NF,6,6,3,4,1,0,0,8,6,2,2,5,15,23
Zambia,PF,3,4,9,13,7,0,0,29,11,7,8,8,34,63
Zimbabwe,NF,6,6,2,4,2,0,0,8,4,3,1,4,12,20
