Country/Territory,Status,PR Rating,CL Rating,A Aggr,B Aggr,C Aggr,Add A,Add B,PR Aggr,D Aggr,E Aggr,F Aggr,G Aggr,CL Aggr,Total Aggr
Hong Kong* ,PF,5,2,3,7,6,0,0,16,14,10,14,13,51,67
Hungary,F,1,1,12,15,10,0,0,37,16,12,14,14,56,93
Iceland,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
India,F,2,3,11,14,9,0,0,34,13,10,9,10,42,76
Indian Kashmir*,PF,5,5,6,6,3,0,0,15,8,6,3,8,25,40
Indonesia,F,2,3,11,13,6,0,0,30,11,9,7,8,35,65
Iran,NF,6,6,3,3,3,0,0,9,5,3,3,4,15,24
Iraq,NF,6,5,3,4,2,0,0,9,6,5,2,6,19,28
Ireland,F,1,1,12,16,12,0,0,40,16,12,15,15,58,98
Israel,F,1,2,12,15,10,0,0,37,14,11,10,11,46,83
Israeli Occupied Territories* ,NF,6,5,2,2,3,0,1,6,6,5,2,5,18,24
Italy,F,1,1,12,16,11,0,0,39,14,12,12,15,53,92
Jamaica,F,2,3,10,13,8,0,0,31,15,9,8,11,43,74
Japan,F,1,2,12,15,10,0,0,37,13,10,15,13,51,88
Jordan,PF,5,4,4,7,4,0,0,15,8,5,7,7,27,42
Kazakhstan,NF,6,5,3,4,3,0,0,10,7,4,4,7,22,32
Kenya,PF,3,3,9,11,6,0,0,26,14,9,8,9,40,66
Kiribati,F,1,1,12,16,10,0,0,38,15,12,15,13,55,93
Kosovo*,PF,6,5,5,5,3,0,3,10,6,6,2,5,19,29
Kuwait,PF,4,5,4,8,6,0,0,18,9,5,7,4,25,43
Kyrgyzstan,PF,5,4,5,7,4,0,0,16,11,8,5,7,31,47
Laos,NF,7,6,0,1,0,0,0,1,4,1,2,5,12,13
Latvia,F,1,1,12,15,9,0,0,36,16,12,12,13,53,89
Lebanon,PF,5,4,4,8,4,0,0,16,11,7,5,7,30,46
Lesotho,F,2,3,10,12,9,0,0,31,15,8,11,9,43,74
Liberia,PF,4,4,9,10,4,0,0,23,11,7,7,8,33,56
Libya,NF,7,7,0,1,0,0,0,1,1,0,0,5,6,7
Liechtenstein,F,1,1,12,16,12,0,0,40,16,12,16,15,59,99
Lithuania,F,1,1,12,15,9,0,0,36,16,11,14,13,54,90
Luxembourg,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Macedonia,PF,3,3,8,10,7,0,0,25,11,7,8,10,36,61
Madagascar,PF,3,3,8,9,7,0,0,24,10,8,9,9,36,60
Malawi,PF,4,4,7,10,6,0,0,23,11,8,8,7,34,57
Malaysia,PF,4,4,6,7,6,0,0,19,10,6,6,9,31,50
Maldives,NF,6,5,3,2,4,0,0,9,6,3,6,7,22,31
Mali,F,2,2,9,12,9,0,0,30,15,9,11,9,44,74
Malta,F,1,1,12,16,11,0,0,39,16,12,16,15,59,98
Marshall Islands,F,1,1,12,15,10,0,0,37,16,11,15,13,55,92
Mauritania,PF,6,4,2,6,3,0,0,11,10,6,6,5,27,38
Mauritius,F,1,1,12,15,11,0,0,38,15,12,14,12,53,91
Mexico,F,2,2,12,14,9,0,0,35,15,10,8,12,45,80
Micronesia,F,1,1,12,15,10,0,0,37,16,11,15,14,56,93
Moldova,PF,3,4,9,8,7,0,0,24,10,6,8,9,33,57
Monaco,F,2,1,10,11,10,0,0,31,15,12,15,14,56,87
Mongolia,F,2,2,9,15,10,0,0,34,15,10,12,12,49,83
Morocco,PF,5,4,4,7,6,0,0,17,8,6,4,8,26,43
Mozambique,PF,3,4,7,11,7,0,0,25,10,7,6,8,31,56
Myanmar,NF,7,7,0,1,0,0,2,-1,2,0,0,4,6,5
Nagorno-Karabakh* ,PF,5,5,6,5,3,0,0,14,8,4,4,5,21,35
Namibia,F,2,2,10,12,9,0,0,31,15,12,10,9,46,77
Nauru,F,1,1,12,16,10,0,0,38,15,11,15,14,55,93
Nepal,NF,6,5,1,6,2,0,0,9,6,3,4,6,19,28
Netherlands,F,1,1,12,16,12,0,0,40,16,12,15,16,59,99
New Zealand,F,1,1,12,15,12,0,0,39,16,11,15,15,57,96
Nicaragua,PF,3,3,9,11,5,0,0,25,13,8,7,10,38,63
Niger,PF,3,3,10,10,7,0,0,27,11,7,10,7,35,62
Nigeria,PF,4,4,6,8,6,0,0,20,11,7,4,6,28,48
North Korea,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0
Northern Cyprus*  ,F,2,2,11,14,9,0,0,34,13,9,12,12,46,80
Norway,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Oman,NF,6,5,2,2,2,4,0,10,6,4,3,5,18,28
Pakistan,NF,6,5,2,6,3,0,0,11,8,6,4,6,24,35
Pakistani Kashmir*,NF,7,5,2,3,2,0,2,5,6,4,4,6,20,25
Palau,F,1,1,12,15,10,0,0,37,16,11,15,13,55,92
Palestinian Authority Administered Territories* ,PF,5,5,5,7,4,0,0,16,5,5,2,5,17,33
Panama,F,1,2,12,15,9,0,0,36,15,11,9,12,47,83
Papua New Guinea,PF,3,3,9,11,6,0,0,26,12,9,9,8,38,64
Paraguay,PF,3,3,11,11,3,0,0,25,13,8,7,10,38,63
Peru,F,2,3,11,14,7,0,0,32,15,10,8,9,42,74
Philippines,PF,3,3,7,14,8,0,0,29,15,9,9,10,43,72
Poland,F,1,1,12,16,10,0,0,38,16,12,13,13,54,92
Portugal,F,1,1,12,16,12,0,0,40,16,12,15,14,57,97
Puerto Rico*,F,1,1,12,15,10,0,0,37,16,11,14,14,55,92
Qatar,NF,6,5,2,1,3,3,0,9,8,2,4,4,18,27
Romania,F,2,2,10,13,7,0,0,30,13,10,11,11,45,75
Russia,NF,6,5,3,5,3,0,0,11,8,6,4,6,24,35
Rwanda,NF,6,5,3,3,5,0,0,11,7,3,6,5,21,32
Samoa,F,2,2,9,13,10,0,0,32,14,10,13,12,49,81
San Marino,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Sao Tome and Principe,F,2,2,11,14,8,0,0,33,15,10,12,10,47,80
Saudi Arabia,NF,7,6,0,0,1,3,0,4,4,0,2,2,8,12
Senegal,F,2,3,12,12,9,0,0,33,15,9,10,9,43,76
Serbia and Montenegro,F,3,2,9,13,7,0,0,29,14,11,9,13,47,76
Seychelles,PF,3,3,8,11,7,0,0,26,11,9,11,11,42,68
Sierra Leone,PF,4,3,9,10,4,0,0,23,12,8,8,9,37,60
Singapore,PF,5,4,4,6,7,0,0,17,9,4,8,12,33,50
Slovakia,F,1,1,12,15,10,0,0,37,16,12,12,14,54,91
Slovenia,F,1,1,12,15,11,0,0,38,16,12,14,12,54,92
Solomon Islands,PF,3,3,7,10,7,0,0,24,13,9,8,12,42,66
Somalia,NF,6,7,0,4,4,0,0,8,3,1,3,0,7,15
South Africa,F,1,2,12,14,10,0,0,36,15,12,13,12,52,88
South Korea,F,1,2,11,15,10,0,0,36,14,12,12,11,49,85
Spain,F,1,1,12,14,12,0,0,38,16,12,14,15,57,95
Sri Lanka,PF,3,3,8,9,7,0,0,24,9,9,7,10,35,59
St. Kitts and Nevis,F,1,1,12,16,10,0,0,38,15,12,12,14,53,91
St. Lucia,F,1,1,12,16,10,0,0,38,15,12,12,14,53,91
St. Vincent and the Grenadines,F,2,1,9,15,8,0,0,32,15,11,13,14,53,85
Sudan,NF,7,7,0,4,1,0,4,1,4,1,0,1,6,7
Suriname,F,2,2,12,13,8,0,0,33,15,11,9,10,45,78
Swaziland,NF,7,5,0,1,0,0,0,1,8,3,4,5,20,21
Sweden,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Switzerland,F,1,1,12,16,12,0,0,40,16,12,15,16,59,99
Syria,NF,7,7,0,0,1,0,0,1,2,0,1,4,7,8
Taiwan,F,1,1,11,15,10,0,0,36,16,11,15,13,55,91
Tajikistan,NF,6,5,2,4,3,0,0,9,7,4,4,6,21,30
Tanzania,PF,4,3,6,10,6,0,0,22,11,7,10,8,36,58
Thailand,PF,3,3,9,12,8,0,0,29,11,8,8,11,38,67
The Gambia,PF,5,4,6,7,4,0,0,17,10,6,8,8,32,49
Tibet*,NF,7,7,0,0,1,0,3,-2,0,0,0,5,5,3
Timor-Leste,PF,3,3,11,10,8,0,0,29,13,8,8,9,38,67
Togo,NF,6,5,2,3,2,0,0,7,7,3,1,7,18,25
Tonga,PF,5,3,3,9,3,0,0,15,12,7,12,11,42,57
Transnistria,NF,6,6,2,3,1,0,0,6,6,2,2,5,15,21
Trinidad and Tobago,F,3,2,9,11,8,0,0,28,14,11,10,11,46,74
Tunisia,NF,6,5,1,3,2,0,0,6,4,2,4,8,18,24
Turkey,PF,3,3,9,12,7,0,0,28,12,7,8,10,37,65
Turkmenistan,NF,7,7,0,0,0,0,0,0,1,0,0,0,1,1
Tuvalu,F,1,1,12,15,10,0,0,37,16,12,15,14,57,94
Uganda,PF,5,4,3,6,5,0,0,14,11,6,7,7,31,45
Ukraine,F,3,2,8,12,7,0,0,27,13,10,11,11,45,72
United Arab Emirates,NF,6,6,0,1,2,4,0,7,6,1,4,4,15,22
United Kingdom,F,1,1,12,15,12,0,0,39,16,12,14,15,57,96
United States,F,1,1,10,16,11,0,0,37,16,11,14,15,56,93
Uruguay,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Uzbekistan,NF,7,7,0,0,0,0,0,0,1,0,0,2,3,3
Vanuatu,F,2,2,9,15,8,0,0,32,16,11,10,11,48,80
Venezuela,PF,4,4,10,8,5,0,0,23,11,7,5,8,31,54
Vietnam,NF,7,5,0,1,1,0,0,2,3,2,4,8,17,19
Western Sahara*,NF,7,6,0,0,0,0,2,-2,3,2,0,5,10,8
Yemen,PF,5,5,4,6,3,0,0,13,7,3,3,5,18,31
Zambia,PF,4,4,5,11,6,0,0,22,11,8,8,7,34,56
Zimbabwe,NF,7,6,1,4,0,0,0,5,5,3,1,1,10,15
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
