Country/Territory,Status,PR Rating,CL Rating,A Aggr,B Aggr,C Aggr,Add A,Add B,PR Aggr,D Aggr,E Aggr,F Aggr,G Aggr,CL Aggr,Total Aggr
Iceland,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
India,F,2,3,11,14,9,0,0,34,13,11,8,10,42,76
Indian Kashmir*,PF,4,4,8,8,4,0,0,20,9,6,6,8,29,49
Indonesia,F,2,3,11,13,6,0,0,30,12,9,5,9,35,65
Iran,NF,6,6,2,2,2,0,0,6,2,1,3,4,10,16
Iraq,NF,6,6,7,4,1,0,1,11,5,4,0,4,13,24
Ireland,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Israel,F,1,2,12,14,10,0,0,36,12,11,11,11,45,81
Italy,F,2,1,11,15,9,0,0,35,15,12,12,14,53,88
Jamaica,F,2,3,12,13,8,0,0,33,15,9,6,10,40,73
Japan,F,1,2,12,15,10,0,0,37,13,10,15,13,51,88
Jordan,NF,6,5,2,5,3,0,0,10,7,3,6,8,24,34
Kazakhstan,NF,6,5,2,3,1,0,0,6,5,3,4,8,20,26
Kenya,PF,4,4,6,10,5,0,0,21,13,8,6,7,34,55
Kiribati,F,1,1,12,16,8,0,0,36,15,12,15,13,55,91
Kosovo,PF,5,4,6,8,3,0,1,16,8,6,5,7,26,42
Kuwait,PF,5,5,2,10,5,0,0,17,7,4,7,6,24,41
Kyrgyzstan,PF,5,5,6,6,4,0,2,14,9,5,4,7,25,39
Laos,NF,7,6,0,0,0,0,0,0,4,0,2,5,11,11
Latvia,F,2,2,12,14,7,0,0,33,15,12,12,12,51,84
Lebanon,PF,5,4,5,9,3,0,0,17,11,7,5,9,32,49
Lesotho,F,2,3,10,13,8,0,0,31,14,7,11,9,41,72
Liberia,PF,3,4,9,11,6,0,0,26,11,8,7,8,34,60
Libya,PF,4,5,9,10,3,0,0,22,8,6,1,6,21,43
Liechtenstein,F,1,1,12,15,12,0,0,39,16,12,15,16,59,98
Lithuania,F,1,1,12,16,9,0,0,37,16,11,13,13,53,90
Luxembourg,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Macedonia,PF,3,3,8,11,7,0,0,26,11,8,8,11,38,64
Madagascar,PF,6,4,1,5,1,0,0,7,9,7,5,7,28,35
Malawi,PF,3,4,8,11,7,0,0,26,11,7,9,7,34,60
Malaysia,PF,4,4,6,8,6,0,0,20,9,5,5,9,28,48
Maldives,PF,5,4,7,6,4,0,0,17,7,7,7,8,29,46
Mali,NF,7,5,1,3,2,0,1,5,8,4,3,4,19,24
Malta,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Marshall Islands,F,1,1,11,15,10,0,0,36,16,11,15,13,55,91
Mauritania,NF,6,5,3,3,5,0,0,11,10,4,4,5,23,34
Mauritius,F,1,2,12,15,11,0,0,38,15,12,13,12,52,90
Mexico,PF,3,3,9,12,7,0,0,28,13,8,6,10,37,65
Micronesia,F,1,1,12,15,10,0,0,37,16,11,15,14,56,93
Moldova,PF,3,3,11,12,6,0,0,29,11,8,8,9,36,65
Monaco,F,2,1,10,11,10,0,0,31,15,12,15,14,56,87
Mongolia,F,1,2,11,16,9,0,0,36,15,11,12,12,50,86
Montenegro,F,3,2,9,11,7,0,0,27,13,10,10,12,45,72
Morocco,PF,5,4,5,7,4,0,0,16,8,6,6,7,27,43
Mozambique,PF,4,3,6,10,7,0,0,23,12,7,8,9,36,59
Myanmar,NF,6,5,3,6,3,0,3,9,7,4,1,5,17,26
Nagorno-Karabakh*,PF,5,5,4,5,3,0,0,12,6,3,5,5,19,31
Namibia,F,2,2,10,11,9,0,0,30,14,12,11,9,46,76
Nauru,F,1,1,12,16,10,0,0,38,15,11,15,14,55,93
Nepal,PF,4,4,5,11,4,0,0,20,9,6,5,7,27,47
Netherlands,F,1,1,12,16,12,0,0,40,16,12,15,16,59,99
New Zealand,F,1,1,12,15,12,0,0,39,16,12,15,15,58,97
Nicaragua,PF,5,4,6,7,4,0,0,17,12,6,7,9,34,51
Niger,PF,3,4,9,10,7,0,0,26,11,8,5,6,30,56
Nigeria,PF,4,4,6,9,5,0,0,20,9,7,4,6,26,46
North Korea,NF,7,7,0,0,0,0,0,0,0,0,0,3,3,3
Northern Cyprus*,F,2,2,11,12,9,0,0,32,13,9,12,12,46,78
Norway,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Oman,NF,6,5,2,2,2,3,0,9,5,3,4,5,17,26
Pakistan,PF,4,5,6,9,5,0,0,20,5,7,4,6,22,42
Pakistani Kashmir*,NF,6,5,3,4,3,0,2,8,6,5,4,6,21,29
Palau,F,1,1,12,15,10,0,0,37,16,11,15,13,55,92
Panama,F,1,2,12,15,9,0,0,36,15,10,9,12,46,82
Papua New Guinea,PF,4,3,9,10,4,0,0,23,12,9,7,8,36,59
Paraguay,PF,3,3,10,12,5,0,0,27,11,8,6,10,35,62
Peru,F,2,3,10,13,7,0,0,30,15,8,8,10,41,71
Philippines,PF,3,3,9,10,7,0,0,26,14,8,5,10,37,63
Poland,F,1,1,12,16,10,0,0,38,16,12,13,14,55,93
Portugal,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Puerto Rico,F,1,2,12,15,10,0,0,37,16,10,12,14,52,89
Qatar,NF,6,5,2,2,3,3,0,10,8,2,4,4,18,28
Romania,F,2,2,10,14,8,0,0,32,14,11,12,12,49,81
Russia,NF,6,5,1,3,3,0,0,7,6,4,3,7,20,27
Rwanda,NF,6,6,2,2,4,0,0,8,4,2,3,7,16,24
Samoa,F,2,2,9,13,10,0,0,32,14,10,13,12,49,81
San Marino,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Sao Tome and Principe,F,2,2,11,14,9,0,0,34,15,10,12,10,47,81
Saudi Arabia,NF,7,7,0,0,1,2,0,3,3,0,2,2,7,10
Senegal,F,2,3,11,13,8,0,0,32,14,10,10,9,43,75
Serbia,F,2,2,9,14,7,0,0,30,15,10,10,13,48,78
Seychelles,PF,3,3,8,10,7,0,0,25,11,9,11,11,42,67
Sierra Leone,F,2,3,10,12,8,0,0,30,13,8,9,10,40,70
Singapore,PF,4,4,4,8,7,0,0,19,10,4,7,12,33,52
Slovakia,F,1,1,12,15,10,0,0,37,16,12,13,14,55,92
Slovenia,F,1,1,12,15,11,0,0,38,14,12,14,13,53,91
Solomon Islands,PF,4,3,6,10,6,0,0,22,14,9,8,12,43,65
Somalia,NF,7,7,0,0,0,0,0,0,1,0,0,1,2,2
Somaliland*,PF,4,5,5,10,6,0,0,21,7,5,7,6,25,46
South Africa,F,2,2,12,14,8,0,0,34,15,11,10,11,47,81
South Korea,F,1,2,11,15,10,0,0,36,14,11,13,12,50,86
South Ossetia*,NF,7,6,0,0,0,0,3,-3,4,0,1,3,8,5
South Sudan,NF,6,5,4,5,2,0,0,11,8,4,3,5,20,31
Spain,F,1,1,12,16,11,0,0,39,16,12,14,15,57,96
Sri Lanka,PF,5,4,6,6,4,0,0,16,8,6,5,8,27,43
St. Kitts and Nevis,F,1,1,12,16,10,0,0,38,15,12,12,14,53,91
St. Lucia,F,1,1,12,16,11,0,0,39,16,12,12,14,54,93
St. Vincent and the Grenadines,F,1,1,11,16,9,0,0,36,15,11,13,14,53,89
Sudan,NF,7,7,2,3,1,0,4,2,3,1,0,1,5,7
Suriname,F,2,2,12,13,8,0,0,33,15,11,8,10,44,77
Swaziland,NF,7,5,0,1,0,0,0,1,8,3,5,4,20,21
Sweden,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Switzerland,F,1,1,12,15,12,0,0,39,15,12,15,15,57,96
Syria,NF,7,7,0,0,1,0,2,-1,2,0,0,4,6,5
Taiwan,F,1,2,11,15,10,0,0,36,14,11,14,13,52,88
Tajikistan,NF,6,6,2,4,2,0,0,8,5,4,3,4,16,24
Tanzania,PF,3,3,9,12,7,0,0,28,11,7,11,9,38,66
Thailand,PF,4,4,8,9,5,0,0,22,9,6,6,10,31,53
The Gambia,NF,6,6,2,5,0,0,0,7,5,4,1,6,16,23
Tibet*,NF,7,7,0,0,1,0,3,-2,0,0,0,3,3,1
Timor-Leste,PF,3,4,11,12,6,0,0,29,12,7,6,9,34,63
Togo,PF,5,4,4,8,4,0,0,16,8,6,6,7,27,43
Tonga,F,3,2,11,14,4,0,0,29,13,8,11,12,44,73
Transnistria*,NF,6,6,3,5,2,0,0,10,6,2,2,5,15,25
Trinidad and Tobago,F,2,2,11,13,9,0,0,33,15,11,9,13,48,81
Tunisia,PF,3,4,9,12,5,0,0,26,10,8,6,9,33,59
Turkey,PF,3,4,11,10,7,0,0,28,9,7,7,10,33,61
Turkmenistan,NF,7,7,0,1,0,0,0,1,2,0,1,3,6,7
Tuvalu,F,1,1,12,15,10,0,0,37,16,12,15,14,57,94
Uganda,PF,5,4,3,6,3,0,0,12,11,4,6,7,28,40
Ukraine,PF,4,3,8,9,4,0,0,21,10,8,7,11,36,57
United Arab Emirates,NF,6,6,1,2,2,3,0,8,4,2,4,4,14,22
United Kingdom,F,1,1,12,16,12,0,0,40,15,12,15,15,57,97
United States,F,1,1,11,16,10,0,0,37,16,11,14,15,56,93
Uruguay,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Uzbekistan,NF,7,7,0,0,0,0,0,0,1,0,0,3,4,4
Vanuatu,F,2,2,9,15,8,0,0,32,15,11,10,11,47,79
Venezuela,PF,5,5,5,8,2,0,0,15,9,4,4,7,24,39
Vietnam,NF,7,5,0,1,1,0,0,2,4,1,4,8,17,19
West Bank*,NF,6,5,2,5,2,0,3,6,8,6,5,5,24,30
Western Sahara*,NF,7,7,0,0,0,0,2,-2,3,0,0,4,7,5
Yemen,NF,6,6,3,4,2,0,0,9,6,3,2,5,16,25
Zambia,PF,3,4,9,12,7,0,0,28,11,7,8,8,34,62
Zimbabwe,NF,6,6,3,5,3,0,0,11,6,3,1,4,14,25
