Country/Territory,Status,PR Rating,CL Rating,A Aggr,B Aggr,C Aggr,Add A,Add B,PR Aggr,D Aggr,E Aggr,F Aggr,G Aggr,CL Aggr,Total Aggr
Rwanda,NF,6,5,2,2,4,0,0,8,4,3,5,7,19,27
Samoa,F,2,2,9,13,10,0,0,32,14,10,13,12,49,81
San Marino,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Sao Tome and Principe,F,2,2,11,14,8,0,0,33,15,10,12,10,47,80
Saudi Arabia,NF,7,6,0,0,1,2,0,3,4,0,3,2,9,12
Senegal,PF,3,3,9,12,7,0,0,28,14,10,10,9,43,71
Serbia,F,2,2,9,14,7,0,0,30,15,11,9,13,48,78
Seychelles,PF,3,3,8,10,7,0,0,25,11,9,11,11,42,67
Sierra Leone,PF,3,3,10,11,6,0,0,27,12,8,8,9,37,64
Singapore,PF,5,4,4,6,7,0,0,17,9,3,7,12,31,48
Slovakia,F,1,1,12,15,10,0,0,37,15,12,12,14,53,90
Slovenia,F,1,1,12,15,11,0,0,38,14,12,14,13,53,91
Solomon Islands,PF,4,3,6,10,6,0,0,22,13,9,8,12,42,64
Somalia,NF,7,7,0,0,0,0,0,0,1,0,0,0,1,1
Somaliland*,PF,4,5,5,10,5,0,0,20,7,5,7,6,25,45
South Africa,F,2,2,12,14,9,0,0,35,15,12,10,11,48,83
South Korea,F,1,2,11,15,10,0,0,36,14,11,13,12,50,86
South Ossetia*,NF,7,6,0,0,0,0,3,-3,5,1,1,3,10,7
Spain,F,1,1,12,16,12,0,0,40,16,12,14,15,57,97
Sri Lanka,PF,5,4,6,6,5,0,0,17,8,6,6,8,28,45
St. Kitts and Nevis,F,1,1,12,16,11,0,0,39,15,12,12,14,53,92
St. Lucia,F,1,1,12,16,11,0,0,39,15,12,12,14,53,92
St. Vincent and the Grenadines,F,1,1,11,16,9,0,0,36,15,11,13,14,53,89
Sudan,NF,7,7,2,4,3,0,4,5,4,2,0,0,6,11
Suriname,F,2,2,12,13,8,0,0,33,15,11,9,10,45,78
Swaziland,NF,7,5,0,1,1,1,0,3,8,3,5,4,20,23
Sweden,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Switzerland,F,1,1,12,15,12,0,0,39,15,12,15,15,57,96
Syria,NF,7,6,0,0,1,0,0,1,2,0,1,5,8,9
Taiwan,F,1,2,11,15,10,0,0,36,14,10,14,13,51,87
Tajikistan,NF,6,5,2,4,2,0,0,8,6,4,4,4,18,26
Tanzania,PF,3,3,9,12,7,0,0,28,11,7,10,8,36,64
Thailand,PF,5,4,3,5,4,0,0,12,9,5,6,10,30,42
The Gambia,PF,5,5,6,7,2,0,0,15,8,4,4,7,23,38
Tibet*,NF,7,7,0,0,1,0,3,-2,0,0,0,3,3,1
Timor-Leste,PF,3,4,11,11,6,0,0,28,12,7,6,9,34,62
Togo,PF,5,4,5,8,3,0,0,16,8,5,6,7,26,42
Tonga,PF,3,3,11,14,4,0,0,29,12,7,11,12,42,71
Transnistria*,NF,6,6,2,4,1,0,0,7,6,2,2,5,15,22
Trinidad and Tobago,F,2,2,11,13,9,0,0,33,15,11,10,13,49,82
Tunisia,NF,7,5,1,3,1,0,0,5,4,2,4,8,18,23
Turkey,PF,3,3,10,10,7,0,0,27,11,7,8,10,36,63
Turkmenistan,NF,7,7,0,1,0,0,0,1,3,0,1,3,7,8
Tuvalu,F,1,1,12,15,10,0,0,37,16,12,15,14,57,94
Uganda,PF,5,4,4,7,4,0,0,15,11,6,6,7,30,45
Ukraine,PF,3,3,9,13,5,0,0,27,11,9,9,11,40,67
United Arab Emirates,NF,6,5,1,2,2,3,0,8,8,3,4,4,19,27
United Kingdom,F,1,1,12,16,12,0,0,40,15,12,15,15,57,97
United States,F,1,1,11,16,11,0,0,38,16,11,14,15,56,94
Uruguay,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Uzbekistan,NF,7,7,0,0,0,0,0,0,1,0,0,3,4,4
Vanuatu,F,2,2,9,15,8,0,0,32,16,11,10,11,48,80
Venezuela,PF,5,5,6,8,3,0,0,17,9,4,5,7,25,42
Vietnam,NF,7,5,0,1,1,0,0,2,5,1,4,8,18,20
West Bank*,NF,6,5,2,5,2,0,2,7,9,6,5,5,25,32
Western Sahara*,NF,7,6,0,0,0,0,2,-2,3,2,0,5,10,8
Yemen,NF,6,5,4,4,3,0,0,11,7,3,3,5,18,29
Zambia,PF,3,4,8,11,6,0,0,25,11,7,8,7,33,58
Zimbabwe,NF,6,6,2,4,2,0,0,8,5,3,1,4,13,21
