Country/Territory,Status,PR Rating,CL Rating,A Aggr,B Aggr,C Aggr,Add A,Add B,PR Aggr,D Aggr,E Aggr,F Aggr,G Aggr,CL Aggr,Total Aggr
Uruguay,F,1,1,12,16,12,0,0,40,16,12,15,15,58,98
Uzbekistan,NF,7,7,0,0,0,0,0,0,1,0,0,3,4,4
Vanuatu,F,2,2,9,15,8,0,0,32,15,11,10,11,47,79
Venezuela,PF,5,5,5,6,2,0,0,13,8,3,3,8,22,35
Vietnam,NF,7,5,0,1,2,0,0,3,4,1,4,8,17,20
West Bank*,NF,6,5,2,5,2,0,3,6,9,6,5,5,25,31
Western Sahara*,NF,7,7,0,0,0,0,2,-2,3,0,0,4,7,5
Yemen,NF,6,6,3,4,2,0,0,9,6,3,2,5,16,25
Zambia,PF,3,4,8,12,6,0,0,26,11,7,8,8,34,60
Zimbabwe,NF,5,6,3,6,3,0,0,12,6,3,2,5,16,28
