Country/Territory,Status,PR Rating,CL Rating,A Aggr,B Aggr,C Aggr,Add A,Add B,PR Aggr,D Aggr,E Aggr,F Aggr,G Aggr,CL Aggr,Total Aggr
Nauru,F,2,2,12,15,8,0,0,35,13,10,12,14,49,84
Nepal,PF,3,4,9,11,5,0,0,25,9,5,5,7,26,51
Netherlands,F,1,1,12,16,12,0,0,40,16,12,15,16,59,99
New Zealand,F,1,1,12,16,12,0,0,40,16,12,15,15,58,98
Nicaragua,PF,4,3,6,7,6,0,0,19,12,6,7,10,35,54
Niger,PF,3,4,8,9,7,0,0,24,11,6,5,6,28,52
Nigeria,PF,4,5,9,10,5,0,1,23,9,7,4,5,25,48
North Korea,NF,7,7,0,0,0,0,0,0,0,0,0,3,3,3
Northern Cyprus*,F,2,2,11,12,9,0,0,32,14,9,12,12,47,79
Norway,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Oman,NF,6,5,2,2,2,2,0,8,5,3,4,5,17,25
Pakistan,PF,4,5,7,8,5,0,0,20,5,6,4,6,21,41
Pakistani Kashmir*,NF,6,5,4,4,3,0,2,9,6,4,3,6,19,28
Palau,F,1,1,12,15,10,0,0,37,16,11,15,13,55,92
Panama,F,2,2,12,15,8,0,0,35,15,11,10,12,48,83
Papua New Guinea,PF,4,3,9,10,4,0,0,23,12,9,7,8,36,59
Paraguay,PF,3,3,10,12,5,0,0,27,12,8,7,10,37,64
Peru,F,2,3,10,13,7,0,0,30,15,8,8,10,41,71
Philippines,PF,3,3,9,11,7,0,0,27,14,9,5,10,38,65
Poland,F,1,1,12,16,10,0,0,38,16,12,13,14,55,93
Portugal,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Puerto Rico,F,1,1,12,15,10,0,0,37,16,11,12,14,53,90
Qatar,NF,6,5,2,2,3,2,0,9,8,2,4,4,18,27
Romania,F,2,2,11,14,9,0,0,34,14,11,12,12,49,83
Russia,NF,6,6,1,3,3,0,0,7,3,3,2,7,15,22
Rwanda,NF,6,6,2,1,5,0,0,8,4,2,3,7,16,24
Samoa,F,2,2,9,13,9,0,0,31,14,10,13,12,49,80
San Marino,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Sao Tome and Principe,F,2,2,11,14,9,0,0,34,15,10,12,10,47,81
Saudi Arabia,NF,7,7,0,0,1,2,0,3,3,0,2,2,7,10
Senegal,F,2,2,11,13,9,0,0,33,15,10,10,10,45,78
Serbia,F,2,2,10,13,7,0,0,30,14,11,10,13,48,78
Seychelles,PF,3,3,9,10,7,0,0,26,11,9,11,11,42,68
Sierra Leone,PF,3,3,10,11,7,0,0,28,12,7,9,9,37,65
Singapore,PF,4,4,4,8,7,0,0,19,9,4,7,12,32,51
Slovakia,F,1,1,12,15,9,0,0,36,15,12,12,14,53,89
Slovenia,F,1,1,12,16,11,0,0,39,14,12,14,13,53,92
Solomon Islands,PF,3,3,9,10,6,0,0,25,14,9,8,12,43,68
Somalia,NF,7,7,0,0,0,0,0,0,1,0,0,1,2,2
Somaliland*,PF,5,5,2,9,4,0,0,15,7,5,7,6,25,40
South Africa,F,2,2,12,13,8,0,0,33,15,12,9,10,46,79
South Korea,F,2,2,11,13,10,0,0,34,12,11,13,13,49,83
South Ossetia*,NF,7,6,2,2,0,0,2,2,4,1,1,3,9,11
South Sudan,NF,7,6,3,1,1,0,3,2,4,3,1,4,12,14
Spain,F,1,1,12,16,11,0,0,39,15,11,15,15,56,95
Sri Lanka,PF,4,4,8,10,6,0,1,23,9,8,7,8,32,55
St. Kitts and Nevis,F,2,1,10,16,9,0,0,35,15,12,13,13,53,88
St. Lucia,F,1,1,12,16,11,0,0,39,15,12,12,14,53,92
St. Vincent and the Grenadines,F,1,1,11,16,10,0,0,37,15,12,13,14,54,91
Sudan,NF,7,7,2,3,1,0,4,2,2,1,0,1,4,6
Suriname,F,2,3,12,14,8,0,0,34,15,11,7,10,43,77
Swaziland,NF,7,5,0,1,0,0,0,1,7,2,4,4,17,18
Sweden,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Switzerland,F,1,1,12,15,12,0,0,39,15,12,15,15,57,96
Syria,NF,7,7,0,0,0,0,3,-3,2,0,0,0,2,-1
Taiwan,F,1,2,12,15,10,0,0,37,14,11,14,13,52,89
Tajikistan,NF,7,6,1,0,1,0,0,2,4,3,3,4,14,16
Tanzania,PF,3,4,8,12,7,0,0,27,9,6,9,9,33,60
Thailand,NF,6,5,1,3,3,0,0,7,6,4,5,10,25,32
The Gambia,NF,7,6,1,4,0,0,0,5,3,3,1,6,13,18
Tibet*,NF,7,7,0,0,1,0,3,-2,0,0,0,3,3,1
Timor-Leste,PF,3,3,11,12,6,0,0,29,12,8,7,9,36,65
Togo,PF,4,4,6,7,5,0,0,18,9,7,7,7,30,48
Tonga,F,2,2,11,14,6,0,0,31,13,8,11,12,44,75
Transnistria*,NF,6,6,3,5,2,0,0,10,5,2,2,5,14,24
Trinidad and Tobago,F,2,2,11,13,9,0,0,33,15,11,9,13,48,81
Tunisia,F,1,3,12,16,9,0,0,37,13,9,9,11,42,79
Turkey,PF,3,4,9,9,6,0,0,24,8,6,6,9,29,53
Turkmenistan,NF,7,7,0,0,0,0,0,0,1,0,0,3,4,4
Tuvalu,F,1,1,12,15,10,0,0,37,16,12,15,14,57,94
Uganda,NF,6,5,3,5,3,0,0,11,9,4,5,7,25,36
Ukraine,PF,3,3,9,10,6,0,0,25,11,9,6,10,36,61
United Arab Emirates,NF,6,6,1,2,2,2,0,7,4,2,3,4,13,20
United Kingdom,F,1,1,12,16,12,0,0,40,13,12,15,15,55,95
United States,F,1,1,11,15,10,0,0,36,15,11,13,15,54,90
Uruguay,F,1,1,12,16,12,0,0,40,16,12,15,15,58,98
Uzbekistan,NF,7,7,0,0,0,0,0,0,0,0,0,3,3,3
Vanuatu,F,2,2,9,15,7,0,0,31,15,11,10,11,47,78
Venezuela,PF,5,5,5,8,2,0,0,15,8,3,1,8,20,35
Vietnam,NF,7,5,0,1,2,0,0,3,4,1,4,8,17,20
West Bank*,NF,6,5,2,5,2,0,3,6,9,5,5,5,24,30
Western Sahara*,NF,7,7,0,0,0,0,3,-3,3,0,0,4,7,4
Yemen,NF,7,6,2,1,1,0,0,4,5,3,2,3,13,17
Zambia,PF,3,4,8,11,7,0,0,26,11,7,8,8,34,60
Zimbabwe,PF,5,5,3,6,3,0,0,12,8,4,3,5,20,32
